FS_PERM_SEC_ID,ENTITY_NAME,FF_MKT_VAL_CURR,FF_CURR_PS_CF,FF_PBK_SECS_CURR,FF_PE_SECS_CURR,DATE,FF_SALES,FF_NET_INCOME,FF_ASSETS,FF_DFD_TAX_ITC,FF_DEBT,FF_EPS_REPORTED,FF_EQ_TOT,FF_EPS_BASIC,FF_COGS,FF_CAPEX
L2Z7TQ-S-CA,TERRAX MINERALS INC,41.1085,-0.01367083093317,1.57971,,20170131,0,-1.15744,23.617225,0,0,-0.01,23.003552,-0.01,0.023093,7.255323
RT6S02-S-CA,MOUNTAIN CHINA RESORTS HOLDING LTD,6.17718,-0.00086770957176,3.37838,0.122474,20171231,11.555,51.292,64.364,0,46.083,0.17,-1.694,0.17,14.411,0.117
NFMZ8V-S-CA,TREASURY METALS INC,51.2871,-0.03172081857653,0.687845,,20171231,0,-3.250871,78.183283,1.466,4.913043,-0.03,68.825343,-0.03,0,4.95045
N7KDHR-S-CA,NFI GROUP INC,3213.84,3.56702760278197,3.1779,13.5734,20171231,3091.67578062152,248.397600018968,2474.05878165,110.82718635,757.7666187,3.9719,962.05134555,3.9719,2505.76309999905,68.8023242475515
MNXW8Z-S-CA,SPROTT INC,796.507,0.19991351231259,2.07684,16.6316,20171231,109.169,37.532,409.849,-3.78,9.9,0.16,343.864,0.16,15.585,0.86
RJV0QF-S-HK,SUNSHINE OILSANDS LTD,1252.64,-0.01985381968645,0.606254,,20171231,201.927233097593,-1692.144689987,4899.92693946287,,1609.62945608364,-0.3002,2224.67524139032,-0.3002,308.408216811065,55.3297669093007
MH9K1M-S-US,FORBES ENERGY SERVICES LTD,45.356,-0.95071214392803,0.395645,2.87989,20171231,127.246,1.243,201.757,0.379,58.854,0.2243,122.934,0.2243,140.999,8.921
DR8HX0-S-US,OTC MARKETS GROUP INC,335.697,1.40355082112739,22.1989,27.0909,20171231,52.176,12.242,36.317,-0.796,0,1.06,13.791,1.1,28.737,1.165
X9WL1M-S-US,BANCORP OF NEW JERSEY INC,134.34,0.95300261096605,1.51269,33.4246,20171231,33.089,3.574,887.783,-3.41,13.385,0.5143,83.309,0.5238,,0.897
S0361D-S-US,CREDEX CORP,4.12948,-0.00014662880874,,,20171231,0,-0.00895,0,,0.056437,0,-0.056637,-0.0001,0,0
VWJQ8R-S-US,APPFOLIO INC,2588.62,1.09527377521614,25.2772,149.2,20171231,143.803,9.716,110.248,,0,0.28,85.079,0.29,67.982,12.669
SHSJLT-S-US,ENERGY & TECHNOLOGY CORP,38.079,-0.00273158533712,,,20171231,2.559826,-1.308026,3.842274,,5.294976,0,-4.946263,-0.0079,2.477512,0.134205
QY4SC6-S-US,CASTLIGHT HEALTH INC,435.549,-0.07197535382211,2.41726,,20171231,131.429,-55.571,249.302,,4.958,-0.44,175.322,-0.4427,47.184,2.544
FJ03R7-S-US,UPD HOLDING CORP,5.32181,-0.00169192705265,5.22152,,20170630,0,-0.10424,0.065308,,0.065,0,-0.110652,-0.0013,0,0
HKMMXJ-S-US,JOHN BEAN TECHNOLOGIES CORP,3391.22,4.9359278595159,8.25923,43.1496,20171231,1634.9,80.5,1391.4,-13.1,383.2,2.53,441.9,2.56,1165.2,37.9
BL6Q53-S-US,BLOX INC,27.1749,-0.00449783568522,21.544,,20170331,0,-0.439563,1.025488,,0.82512,0,0.109773,-0.004,0.001102,0
HTJXLL-S-CA,NEWTON ENERGY CORP,3.02148,-0.02166891998113,4.13583,,20171231,0,-0.468463,0.413045,,0,-0.29,0.380492,-0.29,0,0
S4GBT7-S-CA,QUANTUM NUMBERS CORP,4.0536,-0.01712564757252,2.17014,,20171231,0,-1.431441,1.973091,,0,-0.03,1.815604,-0.03,0,0.146377
BJZ6QZ-S-US,CLEARSIGN COMBUSTION CORP,39.6233,-0.40788122140255,3.2563,,20171231,0.54,-9.68,4.161,,0.354,-0.63,2.432,-0.63,0.38,0.421
C68V2C-S-US,KEMPHARM INC,67.2173,-2.55723270440252,,,20171231,0,-43.386,52.456,,93.482,-2.96,-57.516,-2.96,0.336,0.181
L1T3XT-S-US,SONASOFT CORP,29.408,-0.00234113222724,,,20171231,0.57008471,-0.67042759,0.48531613,,0.35825266,-0.0022,-3.15563803,-0.0022,0.05016093,0
NT6BS5-S-US,MAX SOUND CORP,1.71102,-0.00077303901714,,,20171231,0,-6.960142,0.104538,,5.508972,0,-13.390872,-0.005,0.035868,0.0251
J99KK6-S-CA,MARITIME RESOURCES CORP,8.94357,-0.01210717196824,1.09197,,20171231,0,-1.514858,7.038058,,0.44264,-0.03,6.380994,-0.03,0,0.960436
TKK2BR-S-CA,BELL COPPER CORP,5.39144,-0.00620159363732,3.65297,,20171231,0,-0.749029,4.329041,,0.183907,-0.01,1.200378,-0.01,0,0.598514
DXWCH5-S-CA,MAYA GOLD & SILVER INC,178.369,-0.02543261839418,6.39312,,20171231,0,-2.162612,36.413525,,7.72033,-0.04,18.285076,-0.04,0.010908,10.331219
MS8M4B-S-US,PLEDGE PETROLEUM CORP,1.75692,-0.00240562034697,2.88462,,20171231,0.025,-0.601892,8.634901,,0.003,0,8.5652,-0.0046,0.005391,0
T082M8-S-US,GLOBAL WATER RESOURCES INC,204.881,0.65580182529335,13.4862,39.75,20171231,31.208,4.551,238.568,3.114,114.371,0.23,14.86,0.23,14.457,20.885
LSJ3LH-S-US,GRAND CANYON EDUCATION INC,5661.98,6.33831702057067,5.38639,25.6915,20171231,974.134,203.319,1303.573,18.362,66.616,4.22,985.951,4.31,392.362,123.954
DXWFM7-S-US,ILG INC,4273.78,2.5098543962674,2.51716,26.1763,20171231,1786,168,3671,128,1137,1.34,1704,1.3545,1039,119
DKNRHY-S-CA,ORBIT GARANT DRILLING INC,75.4406,0.21974734042553,0.99212,,20170630,125.178,-5.874,112.086,-3.636,16.988,-0.17,74.264,-0.17,118.122,7.814
KM6R8C-S-US,LENDINGTREE INC,3128.63,8.83865179059062,8.9681,47.3981,20171231,617.736,15.578,693.459,-20.156,238.199,1.14,294.874,1.3,37.3,8.045
CSG04W-S-US,ADURO BIOTECH INC,429.079,-0.86823320208306,2.17157,,20171231,17.239,-91.863,445.128,6.538,0,-1.26,237.473,-1.26,,5.154
RS2YVN-S,XG SCIENCES INC,,-1.85110252321179,,,20171231,1.805133,-6.578693,6.891523,,4.928676,-3.17,1.097472,-3.17,2.769575,0.743196
L9WV33-S-US,VEGALAB INC,63.6329,-0.02376664704893,9.56792,,20171231,2.491391,-1.673779,4.787476,,0.453506,-0.08,2.349196,-0.08,2.057619,0.56646
LWYMRG-S-CA,JAMES BAY RESOURCES LTD,,-0.0060018946778,,,20171231,0,-4.239973,0.236607,,1.211378,-0.1,-2.922788,-0.1,0.00544,0.008338
C5BWBP-S-CA,US COBALT INC,,-0.05322414054009,,,20170228,0,-1.793495,3.579721,,0.005001,-0.06,2.968833,-0.06,0,0.223812
HCYPBD-S-CA,RT MINERALS CORP,0.38704,-0.10595969408846,0.233502,,20171130,0,-0.600934,1.570393,,0,-0.2,1.392612,-0.2,0,0.629175
WHRJ6H-S-CA,BONTERRA RESOURCES INC,81.8951,-0.02169064815843,1.12226,,20170531,0,-3.381233,41.63898,,0,-0.03,40.03883,-0.03,0.008009,9.788168
WN8Y08-S-US,SEARS OIL & GAS CORP,12.4854,-0.0195284501729,,,20171231,0,-0.224387,0.000534,,0.167803,-0.19,-0.234084,-0.19,0,0
RYMCND-S-US,SCEPTER HOLDINGS INC,0.542569,-0.00035365061133,,,20170331,0,-0.04680000000013,0.0288,0,0,0,-0.251964,-0.0004,0,0
HMX39N-S-US,PORTLOGIC SYSTEMS INC,0.666774,-0.00060046436982,,,20170531,0,-0.07621200000009,0.067419,,0.337805,-0.0006,-0.522549,-0.0006,0,0
N6Y3VS-S-US,HOME BANCORP INC,432.732,4.11339298580208,1.49542,16.6727,20171231,84.35991,16.823986,2228.120838,,71.825595,2.28,277.870726,2.36,,1.91583
QYJ87Z-S-US,LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC,,0.55424476295479,,,20171231,72.619,36.26,334.972,,150.423,1.98,172.591,1.98,60.779,0
J61CK7-S-US,MASTECH DIGITAL INC,112.626,1.0221530574881,3.92556,23.1685,20171231,147.882,1.626,99.085,-0.468,38.152,0.33,27.153,0.33,117.963,1.127
KKT5Q0-S-US,EVERBRIDGE INC,1363.66,0.03182498000069,22.5188,,20171231,104.352,-19.634,236.413,0.482,89.481,-0.7,55.991,-0.7,34.447,7.827
QPYZ0Q-S-US,ADVANCED CREDIT TECHNOLOGIES INC,9.12533,-0.01084730814377,16.9695,,20171231,0,-0.5599,0.799527,,0.195,-0.011,0.594399,-0.011,0.050021,0.05075
QB4TM0-S-US,BRIGHT HORIZONS FAMILY SOLUTIONS INC,6461.59,4.02451934569545,8.61237,41.1987,20171231,1740.905,155.995,2468.644,74.069,1183.861,2.59,749.06,2.65,1342.656,88.122
D9PDRT-S-US,FIRST SAVINGS FINANCIAL GROUP INC,155.674,4.19344978165939,1.62801,14.9805,20170930,42.843,9.313,891.133,,119.413,3.97,93.115,4.2,,0.426
C0T2TK-S-US,ASCENT CAPITAL GROUP INC,38.1889,11.2229212033228,0.379096,,20171231,553.455,-107.559,2054.985,13.311,1789.044,-8.82,142.672,-8.82,365.275,157.302
NL4Y76-S-US,HIBERNIA BANCORP INC,,,,,20171231,5.357,-0.147,135.653,-0.357,6,-0.19,20.279,-0.19,,
VR34H7-S-US,INVESCO MORTGAGE CAPITAL INC,1831.96,2.92532941587467,0.94707,6.86611,20171231,557.495,348.607,18657.256,,15874.032,2.75,2656.878,2.87,37.556,3.457
KDJ37H-S-CA,TAJIRI RESOURCES CORP,7.22957,-0.00487488303247,4.79159,,20170430,0,-0.307874,1.707062,,0,-0.01,1.384104,-0.01,0.001,0.857407
WL7D60-S-US,TANDEM DIABETES CARE INC,1756.87,-0.82062417747696,130.014,,20171231,107.601,-73.033,95.346,,76.541,-12.87,-29.148,-12.8647,57.894,5.718
Q67TYK-S-CA,DESERT MOUNTAIN ENERGY CORP,5.39869,-0.01126353244953,5.44,,20170930,0,-0.429303,1.38437,,0,0,1.027482,-0.0166,0.009096,0.199854
N1967M-S-US,ETERNITY HEALTHCARE INC,7.69761,-0.00163305715531,46.3918,,20170430,0.002733,-0.7360710000008,0.20398,,0.851787,-0.01,-0.776414,-0.01,0.14187900000015,0
FQTRHZ-S-US,KIMBERLY PARRY ORGANICS CORP,2.07516,-0.01416499548854,,,20170831,0.354612,-1.960206,0.452173,,0.58621,-0.02,-0.641196,-0.02,0.197722,0.01
FR34CQ-S-US,VIRTUAL MEDICAL INTERNATIONAL INC,13.5719,-0.00116059602649,,,20171231,0,-0.014738,0,,0.0105,0,-0.0105,-0.0001,0,0
RXBB8T-S,ULTIMATE PRODUCTS CORP,,-0.00201409389128,,,20170331,0,-0.00741,0.000723,,0,0,-0.079091,-0.0014,0,0
PJVBMZ-S-US,INCOMING INC,0.720648,-0.00377519701368,,,20171231,0.071035,-0.422271,0.279583,,0.145542,-0.01,-0.419623,-0.0125,0.220081,0
BKXXDW-S-US,AGIOS PHARMACEUTICALS INC,4545.11,-4.57957504426622,5.24499,,20171231,43.011,-314.67,614.397,,0,-6.75,375.503,-6.75,,4.627
Q68SSG-S-CA,VALORE METALS CORP,14.3405,-0.02806099089989,0.259814,,20170930,0,-0.51543,64.179685,3.373092,0,0,55.635709,-0.0216,0.062718,1.538366
D1MNFF-S-CA,LITHIUM AMERICAS CORP,454.067,-0.18004735077705,3.36151,,20171231,5.56846340078474,-43.1588363813736,142.19854845,,1.16399055,-0.5711,136.27961265,-0.5711,13.6200201548798,2.18714704669517
SN8MXC-S-CA,BE RESOURCES INC,1.06467,-0.00354622608523,,,20171231,0,-0.08750275599932,0.01555537425,,0,0,-0.4346533668,-0.0045,0,0
VC38RR-S-CA,SEVEN GENERATIONS ENERGY LTD,5982.3,4.15801507933655,1.31143,35.5393,20171231,2145.2,562.5,7294.5,278.4,1956.4,1.59,4450.4,1.59,1463.2,1651.4
P465PY-S-US,BONANZA GOLDFIELDS CORP,0.411983,0.00026222930302,3.125,10,20171231,0,-0.138398,0.3403,,0.25,0,-0.05389,-0.0003,0,0
X8S035-S-US,NORTHSIGHT CAPITAL INC,2.17545,-0.00706092097504,,,20171231,0.0201,-1.242885,0.41199,,2.480193,-0.01,-3.166403,-0.01,,0
R6JHQZ-S-US,COASTAL CAROLINA BANCSHARES INC,52.0393,0.44186093916318,1.19891,132.929,20171231,14.519071,0.323732,327.336549,-2.745209,10,0.07,42.482954,0.07,,0.216904
VYRWT8-S-US,DISCOVERY ENERGY CORP,46.488,-0.01358736185314,,,20170228,0,-7.7942250000318,3.220746,0,0.55692,-0.06,-6.038512,-0.06,0,0
K00QDY-S-CA,CBLT INC,1.87093,-0.0096415964253,1.84466,,20170531,0,-0.513141,1.132851,,0.031,-0.01,0.792478,-0.01,0,0.285131
R3HBR6-S-CA,LIBERO COPPER CORP,4.09425,-0.00638730536728,4.95704,,20171231,0,-0.495387,0.738819,,0,-0.01,0.707006,-0.01,0,0.130745
K10MBY-S-US,MEDCAREERS GROUP INC,0.924527,,,,20170131,0.030414,-0.204256,0.001156,,1.023927,0,-2.120424,-0.0004,0.002945,0
SB38FD-S-CA,AURION RESOURCES LTD,53.7392,-0.02012052282132,2.09622,,20171231,0,-4.761376,27.057523,,0,-0.08,26.591837,-0.08,0.028728,4.471935
JXVLCY-S-CA,GREEN ARROW RESOURCES INC,0.289772,-0.01067533094985,,,20171231,0,-0.118004,0.103855,,0,-0.02,-0.442886,-0.0126,0,0
FJ8Q49-S-US,DIRECTVIEW HOLDINGS INC,1.31783,-0.0097270288,,,20171231,2.904987,-1.552846,2.507212,,6.166597,-0.22,-12.233728,-0.22,1.931915,0
VFTL1C-S-US,LAKE FOREST MINERALS INC,0.11,-0.00160763636363,,,20170630,0,-0.018877,0.001212,,0.097,0,-0.104645,-0.0017,0,0
V734HR-S-US,CLOUD PEAK ENERGY INC,199.296,1.04115970334398,0.199242,,20171231,887.706,-6.639,1698.701,,410.206,-0.09,1007.809,-0.09,832.057,14.847
X585K1-S-US,WESTERN LUCRATIVE ENTERPRISES INC,10.0232,-0.00059893247931,,,20171231,0,-0.005625,0,,0,0,-0.040538,-0.0007,0,0
H46J90-S-US,VERISK ANALYTICS INC,18840.9,5.18796901182699,9.08699,31.4258,20171231,2145.2,555.1,6020.3,321.9,3008.8,3.29,1925.4,3.36,1021.2,183.5
P7JGKR-S-US,DEBUT DIAMONDS INC,,-0.00022863588585,,,20170430,0,-0.04045008167233,0.00709207928033,,0,0,-0.04596942880128,-0.0002,0,0
ST5LQZ-S-US,BOOZ ALLEN HAMILTON HOLDING CORP,6801.1,2.99547435114825,11.2428,21.3036,20170331,5804.284,250.231,3598.133,-10.825,1663.324,1.67,573.591,1.69,4502.603,53.919
VK9Q8V-S-US,LAREDO OIL INC,4.522,-0.00010160550082,,,20170531,9.823386,-0.964462,0.377879,,0.35,-0.02,-1.907291,-0.02,10.101432,0
X6D10R-S-CA,DECLAN RESOURCES INC,,-0.00980988548856,,,20170930,0,0.379085,1.105156,,0.248271,0.05,0.086299,0.05,0,0.023647
HW26Y3-S-CA,ACASTI PHARMA INC,27.471,-0.43777984055913,2.33812,,20170331,0,-10.38176829,25.456,0,1.406,-1.01,21.703,-0.9358,2.52736566,2.527
LSJ8XN-S-US,ONCOSEC MEDICAL INC,61.7671,-0.39928207087591,1.87239,,20170731,0,-21.449798,15.232909,,0,-1.06,10.695982,-1.06,0.379988,0.021562
TF0W29-S-CA,CYMBRIA CORP,1349.02,-0.23577705838051,1.27633,6.90632,20171231,127.527,188.857,1063.041,43.538,0,7.83,1015.533,8.3452,7.67,0
LKPVP7-S-CA,AURYN RESOURCES INC,117.625,-0.0852582287032,2.44691,,20171231,0,-0.33,102.487,,0,0,99.587,-0.0043,0.039,36.463
NBCS8W-S-CA,PELANGIO EXPLORATION INC,4.1118,-0.03885546475995,16.5563,,20171231,0,-0.699099,0.618623,,0,0,0.007146,-0.029,0.007842,0.002626
NV7L8F-S-CA,CHEMISTREE TECHNOLOGY INC,,-0.04485291649271,,,20170630,0,-0.524418,0.142714,,0.076036,-0.06,0.026149,-0.06,0,0
JLMR2L-S-US,BIOCORRX INC,28.912,-0.00972743827672,,83.5714,20171231,0.657271,-29.705669,0.338899,,2.202631,-0.13,-3.892936,-0.13,0.357496,0.00297
H7CVV9-S-CA,TITANSTAR PROPERTIES INC,3.90172,-0.0020858130115,0.891089,,20171231,2.524458,-6.238681,30.739615,,25.192232,-0.03,4.39098,-0.03,1.720171,0
VCRWKL-S-CA,CAPRICORN BUSINESS ACQUISITIONS INC,1.2402,-0.00595791001451,9.84737,,20170430,0,-0.115497,0.302094,,0.047012,-0.039,0.153088,-0.039,0,0
FZSMBN-S-US,UNIVERSAL INFOTAINMENT SYSTEMS CORP,2.45529,-0.00233753889866,,,20170430,0,-0.093013,0.069749,,0.1618,0,-0.114953,-0.0031,0,0
BQY3CH-S-US,GREEN HYGIENICS HOLDINGS INC,8.50346,-0.00096139218623,,,20170731,0,-0.00487,0.002749,,0.105574,0,-0.21153,-0.0001,0,0
B8PMWP-S-US,WORKIVA INC,1081.08,-0.59110181842324,,,20171231,207.869,-44.426,157.715,,19.593,-1.07,-16.934,-1.0674,60.245,1.385
MNS23G-S-CA,WINDFIRE CAPITAL CORP,0.723195,-0.04701045361209,6.61117,,20171231,0,-0.248397,0.4063,,0,-0.07,0.120152,-0.07,0.000019,0
JMB2NH-S-US,XIAMEN LUTONG INTERNATIONAL TRAVEL AGENCY CO LTD,8.28894,-0.00106159744189,,,20170630,0,-0.085793,0,,0.256132,0,-0.369433,-0.0015,0,0
L6HRPH-S-CA,CANASIA FINANCIAL INC,1.37977,-0.0026101350225,,,20171231,0,-0.107096,0.003578,,0,0,-0.149559,-0.0011,0,0
S6SNR3-S-CA,NITINAT MINERALS CORP,4.07212,-0.00674307026429,17.6554,,20170630,0,-0.282592,0.932093,,0.018513,-0.01,0.146902,-0.01,0,0.04
CNJC4Q-S,TOA DISTRIBUTION SYSTEMS INC,,-0.00014169406971,,,20170331,0,-0.01643,0,0,0.088258,0,-0.108102,,0,0
QNW7Q2-S-US,GOLDEN MATRIX GROUP INC,1.83433,0.0000140374665,,,20170731,0.12000000000016,1.80108000000253,0.087667,,0.933152,0.04,-1.536147,0.04,0.05000000000007,0
H53JQ9-S-CA,SUSTAINCO INC,3.47072,0.01678486308316,1.39647,,20170831,13.824215,0.144853,5.990184,0.051675,0.553327,0.01,2.292842,0.01,10.350412,0.02578
HSBJV1-S-US,TWILIO INC,5939.12,0.08354537814242,16.3648,,20171231,399.02,-63.708,449.782,2.452,0,-0.7,359.846,-0.7,187.49,26.818
CX9DCF-S-US,MOBIVITY HOLDINGS CORP,44.9167,-0.13596802191612,,,20171231,8.591955,-5.946012,3.123808,,2.517896,-0.16,-2.73738,-0.16,3.179042,0.424817
VP76XS-S-CA,CURRENCY EXCHANGE INTERNATIONAL CORP,191.549,1.08643900429775,2.61499,36.7383,20171031,42.4906707400118,4.99971306109827,82.4614414257,-1.4300166774,0,0.7981,72.8246338638,0.8112,,1.27733336513605
PB6BRN-S-US,ANCHOR BANCORP /WA/,74.148,2.46666666666667,1.0902,32.8889,20170630,24.602,2.35,463.15,-8.011,45.5,0.97,65.851,0.98,,0.062
SFB2V3-S,HARTMAN SHORT TERM INCOME PROPERTIES XX INC,,0.88447665456936,,,20171231,44.309,-8.923,230.712,,117.237,-0.49,100.039,,45.728,0
RBJZRD-S-US,US RARE EARTH MINERALS INC,3.86526,-0.00007944873048,7.2165,,20171231,0.191077,-0.318387,0.725668,,0.11,-0.01,0.54239,-0.01,0.103979,0
SPJ7XZ-S-US,ESSENT GROUP LTD,3917.33,4.37189745680648,1.96323,8.42405,20171231,576.611,379.747,2703.064,127.636,248.591,3.99,1940.436,4.07,,2.783
T7Y8WS-S,STRATEGIC REALTY TRUST INC,,0.18363789958322,,,20171231,8.891,8.561,111.278,,42.223,0.78,52.518,0.78,5.961,1.494
KHSLTR-S-US,PAYMEON INC,15.7223,-0.01285633381417,,,20171231,0.009664,-2.935112,2.615265,,0.935273,-0.028,0.044544,-0.028,0.408009,1.516881
MPY3W9-S-US,BRAVATEK SOLUTIONS INC,10.7878,-0.0000666753431,,,20170331,0.203054,-1.334396,0.045599,,2.579847,-0.01,-5.128459,-0.01,0.184521,0
FKPFNG-S-US,CSI COMPRESSCO LP,215.715,0.95832100226891,2.58956,,20171231,295.566,-39.65,742.932,1.393,582.436,-1.13,95.027,-1.13,262.638,25.126
G9RJDG-S-US,TRISTATE CAPITAL HOLDINGS INC,842.387,2.14477684123256,1.85606,18.0745,20171231,181.063,37.988,4777.897,4.152,335.913,1.32,389.071,1.38,,0.929
CW4SG0-S-US,TERRITORIAL BANCORP INC,294.94,2.04222313540168,1.2587,17.7193,20171231,72.179,14.935,2006.881,-4.609,137.2,1.57,234.854,1.61,,2.547
J9NX5V-S-US,CLEANSPARK INC,75.7792,-0.04756640165322,3.90289,,20170930,0.447963,-13.498526,20.792802,,0.231045,-0.42,20.341511,-0.42,3.878698,0.13332
R2B1J4-S-US,FS BANCORP INC,227.733,0.72741978970072,1.70834,14.1801,20171231,67.111,14.085,984.044,0.607,17.374,4.28,122.002,4.55,,1.016
WW34VH-S-CA,GRAN TIERRA EXCHANGECO INC,,0.81502547981173,,,20171231,547.414998570292,-41.1573047813712,1791.24112605,-36.20148435,321.4342989,-0.1038,1173.18093825,-0.1038,345.674372197293,370.518285831563
H0MV64-S-CA,NEMASKA LITHIUM INC,600.702,-0.00947841344397,1.68047,,20170630,0,-10.0438,211.250165,2.248599,0,-0.032,154.448766,-0.032,0.092525,75.779487
RK4TDM-S-CA,ROCKWEALTH RESOURCES CORP,0.694837,-0.03998250668861,,,20170731,0,-0.437461,0.027879,,0,-0.1,-0.563319,-0.1,0,0
THGPPG-S-CA,EUROGAS INTERNATIONAL INC,,-0.01312615642635,,,20171231,0,-1.894038,0.287422,,37.365071,-0.06,-49.835888,-0.06,0,0
BNMWJN-S-CA,VANSTAR MINING RESOURCES INC,4.05926,-0.0068252708933,1.42643,2.79412,20171231,0,-0.309273,1.173718,0,0.075,-0.008,1.055989,-0.008,0.001137,0.014595
WZQSP6-S-US,VIVAKOR INC,53.2593,-0.0013513497021,,,20171231,0.050406,-1.958345,39.886435,,3.325067,-0.01,14.632835,-0.0087,0.886759,0.377247
FG1VTP-S-US,LIG ASSETS INC,14.9323,1.9505231008587E-6,,,20171231,1.651513,0.00256,0.06353,,0.389356,0,-0.567225,0,1.422668,0
FMWW5P-S-CA,TOURMALINE OIL CORP,6709.59,4.49884226929919,0.915379,22.7302,20171231,1616.288,346.773,10181.528,644.363,1534.757,1.29,7215.757,1.29,1334.607,1363.725
N001NY-S-US,MINERCO INC,0.0094903,-0.00730565946281,,0.027027,20170731,0,-0.917246,0.295217,,2.290182,-0.01,-6.807143,-0.0113,0,0
MMY5M1-S-US,EMBASSY BANCORP INC /PA/,127.805,1.41062349478191,1.57693,16.3605,20171231,37.125,7.3,996.966,,9.999,0.97,79.769,0.98,,0.491
L7KVTK-S-US,BETA MUSIC GROUP INC,2.95241,0.00006195394204,385,,20171231,0.004801,-0.475359,0.004016,,0.269027,-0.01,-0.424925,-0.01,,0
L1TBB0-S-PL,SERINUS ENERGY PLC,178.202,-0.10759122225165,6.14508,,20171231,22.227972068314,-70.9302175424955,399.5012308,46.9098,108.6257228,-0.4907,12.8706592,-0.4907,29.4410226070383,33.4004626986772
BMK20X-S-CA,EUROTIN INC,9.07299,-0.00739022493699,0.562355,,20170331,0,-0.60248,15.064509,0,0,-0.03,12.361409,-0.03,0.012282,0.817904
JS65V9-S-US,TRANSOCEAN LTD,5971.95,1.41815410463596,0.483201,,20171231,2973,-3127,22410,-3,7396,-8,12769,-8,2220,497
PJ0Y64-S-US,TERRA TECH CORP,137.055,-0.20159191227437,1.4657,,20171231,35.800844,-32.677603,98.187799,,6.609398,-0.7099,76.802291,-0.7099,30.323771,6.194438
N84WX7-S-US,PEAK PHARMACEUTICALS INC,9.38404,-0.00071327793905,,,20170930,0,-0.051227,0.002991,,0.025,0,-0.192685,-0.0006,0,0
K4VXWX-S-US,ARC GROUP INC,12.2325,0.03660928877988,,62.5,20171231,4.445663,0.34474,0.558226,,0.030503,0.05,-0.676924,0.05,3.767815,0.035346
V9FJFK-S-CA,CI FINANCIAL CORP,6040.79,2.32558335181602,3.3843,11.6667,20171231,2111.296,499.927,4570.234,522.227,1118.119,1.89,2059.204,1.89,842.508,19.926
S419Z0-S-CA,GOURMET OCEAN PRODUCTS INC,1.41513,-0.007211729257,,,20170930,1.440521,-1.807175,1.968114,,0.978456,-0.01,0.183296,-0.01,1.027442,0.000876
LG5YGJ-S,KBS STRATEGIC OPPORTUNITY REIT INC,,0.35722993998045,,,20171231,138.139,210.644,1101.574,,603.043,3.77,265.501,3.77,121.572,41.224
RXD67Z-S-US,SELECTA BIOSCIENCES INC,280.269,-2.66425055928412,6.74009,,20171231,0.207,-65.321,101.1,,21.042,-3.2,51.814,-3.2,,0.733
JFVW1T-S-CA,IEMR RESOURCES INC,1.89614,-0.00930285738394,0.490677,,20171031,0,0.623763,3.531364,,0,0.01,3.492818,0.01,0,0.047034
N2588F-S-US,HINES GLOBAL REIT INC,,0.48852399855647,,,20171231,401.549,320.95,3726.197,-26.67,1834.953,1.16,1375.558,1.16,320.191,43.123
Q428HK-S-US,CATABASIS PHARMACEUTICALS INC,18.2927,-0.85359553657528,1.41462,,20171231,0.5,-27.364,17.897,,2.479,-1.26,11.792,-1.26,,0.057
M534BF-S-CA,BLACKBIRD ENERGY INC,277.215,0.00595010877834,1.6392,,20170731,5.838,-10.6,191.906,5.937,0,-0.02,168.929,-0.02,6.157,69.975
B4LFST-S-CA,DEANS KNIGHT INCOME CORP,,-0.00969881837437,,,20171231,0,-0.102199,22.77122,,0,-0.01,22.711176,-0.01,0.016153,0
JXQGYH-S,GRIFFIN CAPITAL ESSENTIAL ASSET REIT INC,,0.81928521115823,,,20171231,352.035,140.657,2803.41,,1386.084,0.81,1290.575,0.81,246.882,12.053
LHSB4C-S-US,BULLFROG GOLD CORP,7.03371,-0.00546375325897,,,20171231,0,-1.52919200000179,0.463746,,0.349042,-0.02,-0.00081199999999,-0.02,0,0.01500000000001
FT8QD8-S-CA,AURORA ROYALTIES INC,3.56283,-0.00163345177235,11.2965,,20171130,0,-0.059295,0.366443,,0,0,0.350134,-0.0015,0,0
W3G2QJ-S-US,GOVERNMENT PROPERTIES INCOME TRUST,1573.48,1.89848509299229,1.21561,140.691,20171231,319.296,12.09,3703.565,,2245.092,0.14,1350.539,0.1396,249.105,45.94
CLXNWL-S-US,MJ HOLDINGS INC,115.226,-0.00261727030057,63.1944,,20171231,0,-0.334788,2.879865,,0.9,-0.01,1.804918,-0.01,0,0.317535
LP3XZS-S-CA,OREZONE GOLD CORP,128.335,-0.05122270109396,6.55985,,20171231,0,-11.3817418936663,18.39039790305,,0,-0.0779,17.62551452835,-0.0779,0.44155188946977,0.06499136654482
BWHQGD-S-US,CENTURY COBALT CORP,2.83014,-0.00175432487438,,,20171130,0,-0.052662,0.001132,,0.329866,0,-0.515981,-0.0008,0,0
TCX93V-S-CA,SCANDIUM INTERNATIONAL MINING CORP,54.8588,-0.00728512651428,28.6624,,20171231,0,-3.62221405165405,1.372506489,,0,-0.013,1.28957498145,-0.013,0.00126036782334,0
KM28S6-S-US,ZENOSENSE INC,10.488,-0.00859805408604,,,20171231,0,-0.566294,0.480694,,0.28445,-0.03,-0.053571,-0.03,0,0
